deutsch,english
schätzungsweise,approximately
abgerechnet,billed
Vorhang,Curtain
Weltweit,Worldwide
Spaltung,cleavage
Langeweile,boredom
Pleite,Broke
Innenministeriums,Ministry of the Interior
Symptome,Symptoms
Abgeordneter,Member of Parliament
bekannter,well-known
Stalin,Stalin
sachlich,factual
mittag,midday
Tante,aunt
Drucker,Printer
Route,route
antiken,ancient
starkes,strong
kompletten,complete
Bürgermeisters,Mayor
häufigsten,most
Börsianer,Stockbrokers
unnötig,unnecessary
CDU-Fraktion,CDU parliamentary group
Südostasien,Southeast Asia
Vorabend,eve
hinunter,down
konstant,constant
weißer,white
Ethik,ethics
V,V
Abfälle,Waste
tschechische,Czech
Mailänder,Milanese
Ivan,Ivan
Mohamed,Mohamed
Wieviel,How much
fröhlich,cheerful
Zoo,zoo
größeres,larger
Hintergründe,Background
Sauerstoff,oxygen
Eichel,acorn
übertrieben,exaggerated
Stückliste,Bill of materials
deutschem,German
amtierenden,incumbent
sinnvolle,meaningful
Bibliotheken,Libraries
kämpfte,fought
Trinkwasser,drinking water
SPD-Fraktionschef,SPD parliamentary group leader
Salz,Salt
Martha,Martha
Rauch,smoke
Videos,Videos
drucken,press
eingeschlossen,included
gestützt,supported
Plutonium,plutonium
älterer,older
Ingolstadt,Ingolstadt
Menschlichkeit,humanity
Heimspiel,Home game
Adler,eagle
angerichtet,prepared
riß,tear
Phasen,phases
boten,offered
verbracht,spent
erweiterten,expanded
Menschenrechtsverletzungen,Human rights violations
Nikolaus,Nicholas
Mitleid,Pity
Parolen,Slogans
bekomme,get
Besser,Better
Zusätze,Additions
abgeschnitten,cut off
arg,awful
Routine,routine
Tätern,perpetrators
Afrikas,Africa
Stadtverordnetenversammlung,City Council
Beschränkung,restriction
Morde,murders
Erfolgen,Take place
Red,Red
ausgeschrieben,advertised
Hebron,Hebron
US,US
d,d
unverzüglich,immediately
Zunge,Tongue
Nationalisten,Nationalists
praktiziert,practiced
wiegt,weighs
Felix,Felix
Kunststoff,plastic
Reichweite,reach
deutete,indicated
zurückzukehren,to return
Smith,Smith
Satzung,Statutes
Ladung,charge
Stichtag,Deadline
Ltd,Ltd
zugehörigen,associated
zutiefst,deeply
eingeplant,planned
Albrecht,Albrecht
Konkurrent,competitor
Motoren,Engines
Normalität,normality
Eigenkapital,Equity capital
Rückschlag,setback
griffen,grabbed
erweiterte,extended
keines,none
erteilte,granted
Kalender,calendar
kühl,cool
vage,vague
bewies,proved
Beachten,Observe
NRW,North Rhine-Westphalia
Personenwagen,passenger cars
gefertigt,manufactured
begründeten,justified
Dasein,To be there
einfallen,come up
entfalten,unfold
fangen,catch
Gelassenheit,serenity
demonstrierten,demonstrated
Psychologen,Psychologists
erwarb,acquired
auszubauen,to expand
juristisch,legal
Automobilindustrie,automotive industry
normaler,normal
Brille,Glasses
formal,formally
ausgleichen,balance
mittelständischen,medium-sized
US-amerikanischen,US
Bundesanstalt,Federal Institute
mitgebracht,brought along
rückgängig,undo
Buben,boys
verdammt,damned
stärkeren,stronger
empfindet,feels
öffnete,opened
Lüge,lie
Makler,broker
flüchtete,fled
ernsthafte,serious
Polizeibeamte,police officers
drohten,threatened
Nächte,nights
Mercedes-Benz,Mercedes Benz
vormittag,late morning
Anschein,Appearance
Öffentlichkeitsarbeit,Public relations
Personalkosten,Personnel costs
Erwin Teufel,Erwin Teufel
Innovation,innovation
ausgeschieden,eliminated
Befürchtung,apprehension
Rufnummer,Phone number
Reisenden,travelers
Verstand,mind
Elementen,elements
dienten,served
änderte,changed
Problems,Problems
Nach wie vor,Still
Kenner,Experts
Taxifahrer,taxi driver
Verfassungsgericht,Constitutional Court
Ad,Ad
dienstags,Tuesdays
Tübinger,Tübingen
Komposition,composition
Haustür,front door
Stadtgebiet,urban area
runden,round
verzögert,delayed
Dateien,files
Dimitrios,Dimitrios
gereicht,served
sanft,soft
Gehen,Go
Research,Research
Oskar,Oskar
Tribüne,grandstand
unzufrieden,unsatisfied
Gültigkeit,validity
verstecken,hide
Kunsthalle,Kunsthalle
hinterlegen,deposit
Antisemitismus,Antisemitism
Vorfahren,ancestors
Akzente,Accents
Begrenzung,Limitation
Reisende,travelers
Wahlbeteiligung,Voter turnout
de la,de la
Schnittstelle,interface
Jordanien,Jordan
Alarm,alarm
eignet,suitable
Wirkungen,Effects
Führungskräfte,management
Christel,Christel
Wobei,Where
angewandt,applied
aufgetaucht,appeared
vielfältigen,diverse
Schätzung,estimate
Sexualität,sexuality
gewürdigt,appreciated
arme,poor
Diktator,dictator
Verschärfung,tightening
Fenstern,windows
Arnold,Arnold
schießt,shoots
verkürzt,shortened
Oberbayern,Upper Bavaria
vorzunehmen,to do
Landtagswahlen,State elections
jeher,ever
Mitgliederversammlung,General Meeting
Aufzeichnungen,records
Entwicklungsländer,Developing countries
Gefühlen,feelings
vwd,vwd
seltenen,rare
et,et
serviert,served
Dahinter,Behind
Vatikan,Vatican
Korrekturen,corrections
Neubauten,New buildings
logische,logical
versäumt,missed
umzugehen,to deal with
Ambitionen,Ambitions
geprägten,embossed
eingezogen,moved in
Bundesanwaltschaft,Federal Prosecutor's Office
Analyst,Analyst
zurückgehen,go back
deine,your
schloss,lock
FC,FC
Stabilisierung,stabilization
Teils,Part
Euch,You
Nationale,National
Innere,Inner
Kabarett,cabaret
Fundament,foundation
Ernennung,appointment
vertagt,postponed
Williams,Williams
Krupp,Krupp
wahrlich,truly
verwundert,surprised
Zelt,Tent
Motiven,motives
laufe,run
Reichen,Are sufficient
Lücken,Gaps
Beihilfe,aid
Bebauung,Development
Mehrheiten,Majorities
bürgerliche,bourgeois
Abgesehen,Apart from
Sound,Sound
nächtlichen,nighttime
ethnischen,ethnic
mittelständische,medium-sized
telefonisch,by phone
Fulda,Fulda
einsteigen,get in
raten,guess
Versicherer,insurer
Tarifverhandlungen,Collective bargaining
Gewißheit,Certainty
Regisseure,directors
Kostenstelle,Cost center
Weit,Far
Gläubiger,Creditors
nochmal,again
Christiane,Christiane
Wehr,Defense
Renovierung,renovation
gemalt,painted
Diesem,This
Note,note
Palast,palace
verfolgte,pursued
graue,grey
Schröders,Schröder's
Nationalismus,nationalism
umliegenden,surrounding
Normalerweise,Normally
sauer,sour
begnügen,be content
Tötung,killing
Roten,Redden
anderem,other
verbundene,associated
strahlt,radiates
abgestellt,parked
Nachbar,Neighbor
Libyen,Libya
verarbeiten,process
Talente,Talents
Gedichten,Poems
Korea,Korea
Haftstrafe,prison sentence
Beckenbauer,Beckenbauer
Networks,Networks
Fraktionsvorsitzende,Parliamentary group leader
bekennen,confess
erstattet,refunded
Horn,horn
bemerkenswert,remarkable
Werkzeug,Tool
Trick,trick
Rückblick,Looking back
Kunstwerke,Works of art
Überlebenden,survivors
regulären,regular
Papa,papa
Indiz,indication
Kiew,Kyiv
gewagt,daring
halbwegs,somewhat
Stattdessen,Instead
schlechthin,simply
besiegt,defeated
verschiedensten,various
Bemerkungen,Remarks
Udo,Udo
beruhigen,calm
toll,great
dotierten,endowed
vollständigen,complete
SPD-Chef,SPD leader
Miami,Miami
Plakat,poster
Süddeutschen Zeitung,Süddeutsche Zeitung
Zitat,Quote
ungeklärt,unresolved
Arbeitern,workers
Einflüsse,influences
BND,BND
Satire,satire
Akte,file
enthaltenen,contained
Geldpolitik,Monetary policy
durchsucht,searched
gab's,was there
brav,well-behaved
Stadtteilen,city ​​districts
Segment,segment
Wochenenden,Weekends
aufgebrochen,broken
geraumer,some time
mitteilen,communicate
klang,sound
Gepäck,Baggage
effektiv,effective
überwiesen,transferred
römische,Roman
Warnungen,Warnings
Landesverband,State Association
Flagge,flag
formulieren,formulate
Ballett,ballet
professionellen,professional
ausgeübt,exercised
Landung,landing
Weisheit,wisdom
Slobodan Milosevic,Slobodan Milosevic
schlichten,simple
prophezeit,prophesied
festzulegen,to determine
donnerstags,Thursdays
Mantel,Coat
eh,eh
überraschenden,surprising
überein,agree
Oberursel,Oberursel
liebevoll,lovingly
Baden,Bathe
Taschen,bags
Werkstätten,workshops
ADAC,ADAC
Flecken,stains
verankert,anchored
Jochen,Jochen
Gunst,favor
populär,popular
Regierungspartei,ruling party
prominente,prominent
beruft,calls
Kanäle,Channels
Allee,avenue
Abweichungen,Deviations
ganzer,whole
zurückgreifen,resort
klug,smart
hierher,here
demokratisch,democratically
eigen,own
Boston,Boston
Abtreibung,abortion
arabische,Arabic
siebzig,seventy
Bebauungsplan,Development plan
Anschlägen,attacks
wissenschaftlicher,scientific
Des,The
WTO,WTO
kassieren,collect
Kriterium,criterion
Aufträgen,orders
Tausenden,thousands
Redakteur,editor
Klischees,clichés
Großstädten,major cities
Lehrstellen,Apprenticeships
dein,your
vorstellbar,conceivable
Sucht,Seeks
erhob,raised
verschickt,sent
freundlichen,friendly
umfasst,includes
Leder,leather
Eins,One
bezug,relation
Arzneimittel,drug
Staatspräsidenten,Presidents
auszugleichen,to compensate
Absolventen,Graduates
Brecht,Brecht
abstimmen,vote
Straßenbahn,tram
Nationalsozialisten,National Socialists
Thüringer,Thuringian
lieferten,delivered
dänische,Danish
entspannt,relaxed
befürwortet,advocates
prognostiziert,predicted
Rektor,Rector
Beiträgen,Contributions
gestritten,argued
füllt,fills
Ressorts,Departments
zutage,to light
letztendlich,ultimately
kürzer,shorter
dünn,thin
Baumann,Baumann
umso,all the more
Hürde,hurdle
verunsichert,unsettled
Technischen,Technical
Planer,planner
Belebung,Revitalization
Infos,Information
Anja,Anja
Desaster,disaster
erstens,first
Buenos Aires,Buenos Aires
Böse,Evil
Verknüpfung,Link
regt,stimulates
Christian Ude,Christian Ude
lenken,steer
Geschäftstätigkeit,Business activities
ausverkauft,sold out
steigender,increasing
kündigen,quit
besetzte,occupied
90er Jahre,90s
gegriffen,grabbed
billige,cheap
beliebten,popular
wünsche,wishes
sang,sang
Kultusministerium,Ministry of Education
eindrucksvoll,impressive
Zensur,censorship
Ost-Berlin,East Berlin
Staatsanwälte,prosecutors
Preußen,Prussia
Johannes Rau,Johannes Rau
Marine,marine
Erdgas,natural gas
erzwingen,force
anwesend,present
Schläge,blows
unheimlich,scary
Pflanze,plant
Kühe,cows
litt,litt
derjenigen,those
grünes Licht,green light
nett,nice
achtzig,eighty
Größen,Sizes
Heilbronn,Heilbronn
Globus,globe
hindurch,through
Bodensee,Lake Constance
Atelier,studio
Jugendlicher,teenager
Geliebten,Beloved
kopiert,copied
Tarifvertrag,collective agreement
Kanzlers,Chancellor
angrenzenden,adjacent
einmaligen,unique
Mitarbeiters,Employee
Gehör,Hearing
gemein,mean
Fluggesellschaften,Airlines
Leitungen,lines
erstmal,first
Offensichtlich,Apparently
eingeweiht,inaugurated
befindlichen,located
inwieweit,to what extent
Konvention,Convention
auftauchen,turn up
vorsorglich,as a precaution
Florenz,Florence
Avantgarde,avant-garde
Ablösung,Replacement
versichern,assure
Teilchen,particles
Anbindung,Connection
sicherstellen,ensure
Lee,lee
Diana,Diana
überdurchschnittlich,above average
professionelle,professional
ereignete,happened
Gesundheitsreform,Health reform
Mobilität,mobility
Darstellungen,Representations
hellen,bright
Jean,Jean
Monitor,monitor
Verspätung,Tardiness
Innovationen,Innovations
Christina,Christina
25jährige,25-year-old
Holländer,Dutch
abzuwarten,to wait
vorangegangenen,previous
Neugier,curiosity
mangelt,lacks
Hauptquartier,headquarters
humanitäre,humanitarian
Kindergeld,Child benefit
Filmemacher,filmmaker
Deal,deal
Europameister,European champion
drastischen,drastic
Kohlendioxid,carbon dioxide
erprobt,tested
aggressiv,aggressive
angestellt,employed
De,The
erheblicher,significant
Entwicklungsländern,Developing countries
Böden,soils
SG,SG
blind,blind
innovative,innovative
zusätzlicher,additional
Astronomen,astronomers
vorgeschrieben,prescribed
Augenzeugen,Eyewitnesses
norwegischen,Norwegian
Tiergarten,Zoo
regelmäßige,regular
Kernenergie,Nuclear energy
Eisenbahn,railroad
Sensation,sensation
Bekannte,Acquaintance
widersprechen,contradict
Zehntel,tenth
nachfolgenden,the following
brauchten,needed
kombiniert,combined
Pädagogen,educators
steuerliche,tax-related
Srebrenica,Srebrenica
fünfziger Jahre,fifties
Sozialdemokrat,Social Democrat
Goethes,Goethe's
Intendanten,Artistic directors
rutschte,slipped
Ostdeutschen,East Germans
begrenzten,limited
Bremens,Bremen's
wertet,evaluates
Kronen,Crown
nähert,approaching
Nebenwirkungen,Side effects
moralisch,morally
Jenseits,Beyond
vorweisen,present
Tankstelle,gas station
Bayer Leverkusen,Bayer Leverkusen
Schwelle,threshold
liegende,lying down
begrenzte,limited
optimale,optimal
parat,ready
Nationalpark,National Park
Einschnitte,Cutbacks
Interessierte,Interested
Hauptrolle,Main role
Sich,Itself
Rover,rover
Anstalten,institutions
Raumfahrt,Space travel
Steinen,stones
Hindernisse,Obstacles
Entgegen,In contrast to
lud,invited
Erschließung,Development
Alptraum,nightmare
herrschenden,ruling
Dayton,Dayton
Sozialamt,Social Welfare Office
Jahreszeit,season
Verwertung,Utilization
angerufen,called
kündigten,announced
Würden,Would
Munition,ammunition
dreieinhalb,three and a half
unterliegt,is subject
Sauna,sauna
Sporthalle,Sports hall
Aufschrift,inscription
amtliche,official
Pence,Pence
In der Regel,Usually
Magen,stomach
Jude,Jew
steckte,stuck
Belgrader,Belgrade
Gnade,grace
aufrechterhalten,maintain
weithin,widely
heimische,local
Letzte,Last
DTB,DTB
Unbekannten,Unknown
Aufarbeitung,Processing
Reisebüros,travel agencies
niedrigere,lower
Mazedonien,Macedonia
zentral,central
wiederholten,repeated
schimpft,scolds
Faschismus,fascism
Verrat,betrayal
Islamisten,Islamists
Bekanntgabe,Announcement
rückläufig,declining
zusammengeschlossen,joined
orientierten,oriented
30jährige,30-year-old
Blättern,Scroll
Mandate,Mandates
buchstäblich,literally
beträchtlich,considerably
verwalten,administer
Zeichnung,drawing
westdeutsche,West German
Aktienkurse,Stock prices
Verstöße,Violations
Friedrichstraße,Friedrichstrasse
Ratten,Rats
Königreich,kingdom
Pension,pension
Deckung,cover
Erdgeschoß,Ground floor
unverständlich,incomprehensible
Mythen,Myths
englisch,English
Lagern,Storage
Arbeitszeiten,Working hours
Sozialstaat,welfare state
jünger,younger
Geruch,Odor
aufstellen,set up
wörtlich,literally
musikalisch,musical
Zigarette,cigarette
Hauptstraße,Main Street
Entsetzen,horror
angewendet,applied
Le,Le
Sprengstoff,explosive
Coup,coup
Störung,Disturbance
Uniform,Uniform
steigert,increases
Seminare,seminars
Gegenspieler,opponent
Fehlern,Errors
mittelalterlichen,medieval
Orden,Order
Thron,throne
Agenten,agents
spektakuläre,spectacular
OSZE,OSCE
Kontrast,contrast
Senders,Sender
Teppich,Carpet
Titeln,Titles
EUR,EUR
Erreger,Pathogen
satt,full
Strafkammer,Criminal Chamber
Ute,Ute
Julia,Julia
frage,ask
zahlte,paid
Prinzen,Princes
stabilen,stable
Reports,Reports
Schade,Too bad
belaufen,amount to
beantragte,applied for
Carl,Carl
Einnahme,income
aneinander,next to each other
sid,sid
beläuft,amounts to
Fahrten,journeys
Rems-Murr-Kreis,Rems-Murr district
Südafrikas,South Africa
Uhren,Watches
Rosa,Pink
Brauerei,brewery
erstaunt,astonished
bescheidenen,modest
überraschende,surprising
angefordert,requested
Parallel,Parallel
Michael Schumacher,Michael sSchumacher
Jordan,Jordan
antworten,answer
Araber,Arabs
Bayreuth,Bayreuth
Bundesverbandes,Federal Association
Beirat,Advisory board
ewige,eternal
Münzen,coins
passende,suitable
profitierten,benefited
St. Pauli,St. Pauli
packen,pack
King,King
Vorgängen,processes
Zuwachsraten,Growth rates
Schilderung,description
drüben,over
Archivierung,Archiving
Apple,Apple
Beethoven,Beethoven
Ampel,Traffic light
Kabul,Kabul
körperlich,physically
verständigen,communicate
warteten,wait
angestrebten,intended
Parks,Parks
teilzunehmen,to participate
Jahresumsatz,Annual revenue
jahrzehntelang,for decades
Obersten,Supreme
Zirkus,circus
Straßenverkehr,Road traffic
ausgehandelt,negotiated
Wiesen,Meadows
bezifferte,quantified
Renditen,Returns
Diplomat,diplomat
Weite,Extent
bewegten,moved
beschwert,complained
Tony Blair,Tony Blair
Kunstwerk,artwork
Banker,banker
Baustellen,Construction sites
steuerlichen,tax
BDI,BDI
vergebens,in vain
erwartenden,expected
Minen,Mines
geschätzten,estimated
DAX,DAX
hinreichend,sufficient
abgesichert,secured
extremen,extreme
